FIPS,State,County,Education_Percent
54053,WV,Mason County,16.22833397
54055,WV,Mercer County,20.6675593
54057,WV,Mineral County,22.81105991
54059,WV,Mingo County,8.325652842
54061,WV,Monongalia County,47.93676801
54063,WV,Monroe County,15.42806512
54065,WV,Morgan County,17.6123021
54067,WV,Nicholas County,19.04283802
54069,WV,Ohio County,32.53207841
54071,WV,Pendleton County,20.45604034
54073,WV,Pleasants County,14.63725848
54075,WV,Pocahontas County,15.79473509
54077,WV,Preston County,17.88841534
54079,WV,Putnam County,28.40461175
54081,WV,Raleigh County,21.62687819
54083,WV,Randolph County,18.96196824
54085,WV,Ritchie County,12.84492496
54087,WV,Roane County,14.19361238
54089,WV,Summers County,15.9926866
54091,WV,Taylor County,17.35291691
54093,WV,Tucker County,24.19475655
54095,WV,Tyler County,15.66324843
54097,WV,Upshur County,17.43220132
54099,WV,Wayne County,17.68209052
54101,WV,Webster County,12.56414501
54103,WV,Wetzel County,13.50605852
54105,WV,Wirt County,16.24229429
54107,WV,Wood County,22.94522827
54109,WV,Wyoming County,12.04652997
55000,WI,Wisconsin,32.75834404
55001,WI,Adams County,17.26826963
55003,WI,Ashland County,22.10310015
55005,WI,Barron County,22.28216887
55007,WI,Bayfield County,34.98866036
55009,WI,Brown County,32.43333902
55011,WI,Buffalo County,22.0924275
55013,WI,Burnett County,22.00091227
55015,WI,Calumet County,32.53457223
55017,WI,Chippewa County,24.14046584
55019,WI,Clark County,13.41718105
55021,WI,Columbia County,25.67837761
55023,WI,Crawford County,18.28411879
55025,WI,Dane County,54.44958731
55027,WI,Dodge County,19.92200851
55029,WI,Door County,37.10957285
55031,WI,Douglas County,27.76179157
55033,WI,Dunn County,29.23142281
55035,WI,Eau Claire County,35.65836925
55037,WI,Florence County,23.12721329
55039,WI,Fond du Lac County,22.61084081
55041,WI,Forest County,15.49562682
55043,WI,Grant County,24.56242707
55045,WI,Green County,26.97525033
55047,WI,Green Lake County,22.51675134
55049,WI,Iowa County,28.47919235
55051,WI,Iron County,23.37242216
55053,WI,Jackson County,16.27270299
55055,WI,Jefferson County,28.12846255
55057,WI,Juneau County,16.27319145
55059,WI,Kenosha County,30.76160323
55061,WI,Kewaunee County,20.56074766
55063,WI,La Crosse County,36.08257959
55065,WI,Lafayette County,20.62219089
55067,WI,Langlade County,16.18485059
55069,WI,Lincoln County,19.43152214
55071,WI,Manitowoc County,22.2318545
55073,WI,Marathon County,27.27197407
55075,WI,Marinette County,19.48516496
55077,WI,Marquette County,15.15766337
55078,WI,Menominee County,19.60467931
55079,WI,Milwaukee County,33.89241692
55081,WI,Monroe County,19.97627216
55083,WI,Oconto County,18.6975945
55085,WI,Oneida County,28.42940315
55087,WI,Outagamie County,31.98365443
55089,WI,Ozaukee County,50.36459295
55091,WI,Pepin County,23.63602039
55093,WI,Pierce County,31.98398413
55095,WI,Polk County,23.66552326
55097,WI,Portage County,33.69664336
55099,WI,Price County,17.05800464
55101,WI,Racine County,27.9861193
55103,WI,Richland County,20.71903912
55105,WI,Rock County,25.7341556
55107,WI,Rusk County,16.30163305
55109,WI,St. Croix County,39.38824544
55111,WI,Sauk County,26.49315838
55113,WI,Sawyer County,27.20121247
55115,WI,Shawano County,18.70120171
55117,WI,Sheboygan County,27.3190251
55119,WI,Taylor County,16.65473805
55121,WI,Trempealeau County,20.22988506
55123,WI,Vernon County,24.84211541
55125,WI,Vilas County,30.52494436
55127,WI,Walworth County,32.31722742
55129,WI,Washburn County,23.55072464
55131,WI,Washington County,34.78841371
55133,WI,Waukesha County,47.9367623
55135,WI,Waupaca County,20.1920017
55137,WI,Waushara County,17.35967288
55139,WI,Winnebago County,31.04221975
55141,WI,Wood County,21.42358029
56000,WY,Wyoming,29.92030422
56001,WY,Albany County,55.50982226
56003,WY,Big Horn County,20.88811709
56005,WY,Campbell County,22.21320258
56007,WY,Carbon County,22.79252704
56009,WY,Converse County,22.87609222
56011,WY,Crook County,23.99686827
56013,WY,Fremont County,25.25450569
56015,WY,Goshen County,24.6105919
56017,WY,Hot Springs County,26.38221154
56019,WY,Johnson County,30.31408629
56021,WY,Laramie County,32.04091997
56023,WY,Lincoln County,24.12067697
56025,WY,Natrona County,27.370143
56027,WY,Niobrara County,19.58224543
56029,WY,Park County,34.95593596
56031,WY,Platte County,19.51256664
56033,WY,Sheridan County,33.37504469
56035,WY,Sublette County,31.08898372
56037,WY,Sweetwater County,20.37579042
56039,WY,Teton County,61.21971596
56041,WY,Uinta County,21.31919026
56043,WY,Washakie County,22.03235775
56045,WY,Weston County,18.04347826
72000,PR,Puerto Rico,29.13077762
72001,PR,Adjuntas Municipio,16.9569479
72003,PR,Aguada Municipio,23.61882288
72005,PR,Aguadilla Municipio,25.47125295
72007,PR,Aguas Buenas Municipio,20.43132163
72009,PR,Aibonito Municipio,23.36936065
72011,PR,Añasco Municipio,23.15811475
72013,PR,Arecibo Municipio,27.46049156
72015,PR,Arroyo Municipio,26.63774788
72017,PR,Barceloneta Municipio,24.13813886
72019,PR,Barranquitas Municipio,22.33611559
72021,PR,Bayamón Municipio,32.07342627
72023,PR,Cabo Rojo Municipio,28.58549762
72025,PR,Caguas Municipio,34.84509741
72027,PR,Camuy Municipio,21.24715077
72029,PR,Canóvanas Municipio,27.52544136
72031,PR,Carolina Municipio,34.77154707
72033,PR,Cataño Municipio,22.84896548
72035,PR,Cayey Municipio,28.99708832
72037,PR,Ceiba Municipio,21.48377125
72039,PR,Ciales Municipio,16.99730202
72041,PR,Cidra Municipio,26.17582718
72043,PR,Coamo Municipio,22.72744818
72045,PR,Comerío Municipio,17.98581971
72047,PR,Corozal Municipio,21.86089249
72049,PR,Culebra Municipio,16.22911695
72051,PR,Dorado Municipio,36.29403349
72053,PR,Fajardo Municipio,29.88039299
72054,PR,Florida Municipio,19.01521712
72055,PR,Guánica Municipio,15.48769087
72057,PR,Guayama Municipio,22.47191011
72059,PR,Guayanilla Municipio,25.00588651
72061,PR,Guaynabo Municipio,49.12197163
72063,PR,Gurabo Municipio,33.83440867
72065,PR,Hatillo Municipio,31.42493201
72067,PR,Hormigueros Municipio,30.32091786
72069,PR,Humacao Municipio,26.7797237
72071,PR,Isabela Municipio,25.44608223
72073,PR,Jayuya Municipio,20.34124488
72075,PR,Juana Díaz Municipio,27.86458333
72077,PR,Juncos Municipio,22.72744396
72079,PR,Lajas Municipio,20.95416809
72081,PR,Lares Municipio,21.29876308
72083,PR,Las Marías Municipio,16.5667403
72085,PR,Las Piedras Municipio,28.9167793
72087,PR,Loíza Municipio,18.47864248
72089,PR,Luquillo Municipio,23.4827086
72091,PR,Manatí Municipio,23.77252952
72093,PR,Maricao Municipio,11.50914634
72095,PR,Maunabo Municipio,12.68311005
72097,PR,Mayagüez Municipio,27.46744554
72099,PR,Moca Municipio,24.77992958
72101,PR,Morovis Municipio,20.66322842
72103,PR,Naguabo Municipio,23.71589328
72105,PR,Naranjito Municipio,19.76328615
72107,PR,Orocovis Municipio,18.52043791
72109,PR,Patillas Municipio,22.14184751
72111,PR,Peñuelas Municipio,25.65199103
72113,PR,Ponce Municipio,30.48341908
72115,PR,Quebradillas Municipio,21.2072527
72117,PR,Rincón Municipio,24.48535565
72119,PR,Río Grande Municipio,26.21991641
72121,PR,Sabana Grande Municipio,29.07839617
72123,PR,Salinas Municipio,19.34502797
72125,PR,San Germán Municipio,24.28632662
72127,PR,San Juan Municipio,42.16150615
72129,PR,San Lorenzo Municipio,19.90534818
72131,PR,San Sebastián Municipio,22.79782165
72133,PR,Santa Isabel Municipio,28.78914405
72135,PR,Toa Alta Municipio,28.40768533
72137,PR,Toa Baja Municipio,27.66377702
72139,PR,Trujillo Alto Municipio,39.90446114
72141,PR,Utuado Municipio,22.74338827
72143,PR,Vega Alta Municipio,24.7320725
72145,PR,Vega Baja Municipio,24.94836125
72147,PR,Vieques Municipio,12.37130521
72149,PR,Villalba Municipio,22.4810679
72151,PR,Yabucoa Municipio,18.3605242
72153,PR,Yauco Municipio,27.11637081
